genre,interpret,album,release_year,songtitle,decade,song_id,full_title,release_date_components_raw,release_date_for_display,stats_raw,lyrics
Rap,Prinz Pi,Donnerwetter,2006,Von und Zu,2000,72315,Von und Zu by Prinz Pi (Ft. Taktloss),,,"{'unreviewed_annotations': 0, 'hot': False}","Von und Zu Lyrics
(Von) Kleinlichkeit und Recht und Freiheit
(Zu) Wettskandal'n und Geiz und Geilheit
(Von) Dichtern und Denkern (zu) Richtern und Henkern
(Zu) Kiffern und Bänkern (zu) Strichern und Gangstern

Das war mal Zauberland, war mal ein Traum von Land
Guckt euch den Rest von dem zerbrochenen Traum mal an
Es gibt kaum ein Land, wo soviel Leute wohn' woll'n
Doch viele, die hier woh'n, sind mit Frust bis ganz oben voll
Haben keine Arbeit mehr, haben keine Träume mehr
Und deutsche Fabriken bleiben heute leer
Das is' die Globalisierung, etwas treibt in dei'm Bier rum
Etwas lähmt dich wie ein schleichender Virus
Und in den seligen Zeiten, wo noch Punker mit Iros
Steine am ersten Mai schmissen, war sonst nich' viel los
OK, da war die RAF und der Atommüll
Neben einem AKW war nich' grad, wo man wohn' will
Da war der erste Golf und da war Otto 1
Und man hatte eine Chance nur mit einem Lottoschein
Unser Boss war der Koloss von Oggersheim
Bowlen ging man nur im Bowling-Center, nich' in Columbine
 (2x)

Und Herr Hartz fickt in Braunschweig
In der Nähe vom Hauptbahnhof, nicht weit, von wo man aussteigt
Und wenn man aufzeigt, wie alle diese Saubermänner
Sich dann benehm', sind es auch nur Penner
So geht es ab, ganz oben bei Volkswagen
Dank der Gewerkschaft darf die Zeche das Volk zahl'n
In der Elefantenrunde denkt ein tumber Elefant
Er wär' noch immer der Chef im Bundeskanzleramt
Und er blamiert sich, weil er kapiert nich'
Was an diesem Wahltag passiert ist
Unsere Kanzlerin hat so tiefe Mundfalten
Man könnte sie für ein' alten falten Hund halten
 (2x)

Bald is' Deutschland zu, sieh zu, dass du rauskommst
Bevor es zu spät is', du nistest dich im falschen Nest ein
Rein arische Gedanken haben nur Dumme
Denke unrein arisch, Bitch
Wenn wir mal genauer hinseh'n
Wer würde dann noch hinter Deutschland steh'n?
Im Grunde ist der Deutsche feige
Zeige einem Ausländer eine Feige
Und er hält sie für eine mutantierte Kartoffel
Bei den Deutschen ist es wie bei den MCs:
Keiner ist von dem überzeugt, was er sagt
Allerdings, die mit den dümmsten Gedanken
Sind von sich am überzeugtesten
Bewohner Deutschlands befinden sich im Vollrausch
Um zu betäuben, ein Lauschangriff auf deine Gedanken ergab
Dass du etwas mit den Banken gemeinsam hast:
Es dreht sich alles nur ums Geld
You might also like (2x)Embed"
Schlager,Wolfgang Petry,Alles,1996,Sehnsucht Nach Dir,1990,716504,Sehnsucht nach Dir by Wolfgang Petry,,,"{'unreviewed_annotations': 0, 'hot': False}","Sehnsucht nach Dir Lyrics
Die Strassen schlafen noch
Fürn Taxi reichts nicht mehr
Wieder mal die Nacht zum Tag gemacht
Und keiner der mich jetzt noch fragt
Wieso Weshalb Warum?
Kein vorwurfsvolles Schweigen
Ich bin frei

Ich hab sehnsucht nach dir
Ich hab sehnsucht nach dir
Sieben tage sind unendlich
Wenn man weiss, es kommen mehr
Ich hab sehnsucht nach dir
Ich hab sehnsucht nach dir
Was ich tu um dich zu vergessen
Sag mir nur was ich verlier
Sag mir nur was ich verlier
Siehst du die Frau
Die jetzt an meiner Seite liegt
Zwischen uns gehts mächtig ab
Und ich denk nicht mehr an dich
Jeden Tag ein Abenteuer
Ohne dich ist alles neu
Mir gehts blendend wie noch nie
Ich fühl mich frei
You might also likeEmbed"
Rock,Madsen,Goodbye Logik,2006,Ich komme nicht mit,2000,704862,Ich komme nicht mit by Madsen,"{'year': 2006, 'month': 8, 'day': 11}","August 11, 2006","{'unreviewed_annotations': 0, 'hot': False}","Ich komme nicht mit Lyrics
Das es passierte, war doch klar
Nie bleibt es so, wie es einmal war
Zu lang hat sich nichts mehr bewegt
Deine Tränen kommen jetzt zu spät
Es liegt nicht an dir, es liegt nicht an mir
Man kann nicht alles reparier'n
Viel Erfolg und mach es gut
Wenn du gehst, mach die Tür auch richtig zu

Vergiss mich nicht, wenn du da bist
Wenn du da bist, wo du hin willst
Schreib mir einen Brief, wenn du da bist
Wenn du da bist, wo du hin willst
Denn - Ich komme nicht mit
Was du willst, ist dir nicht klar
Was ich will, ist nicht mehr da
Zu lang hat sich nichts mehr bewegt
Wir stehen uns nur im Weg
Ich komme nicht mit
Ich bleibe jetzt hier
Du gehst irgendwo hin
Aber nicht mit mir
Viel Erfolg und maches gut
Wenn du gehst, mach die Tür auch richtig zu


Wir werden uns wiedersehen - Irgendwann
Ich hoffe, du kommst irgendwie, irgendwo an
Ich lasse dich nicht gerne gehen
Doch ich halte dich nicht auf
Also lauf


Ich komme nicht mit
Ich komme nicht mitYou might also likeEmbed"
Rock,Udo Lindenberg,Benjamin,1993,Knock Out,1990,643069,Knock Out by Udo Lindenberg,,,"{'unreviewed_annotations': 0, 'hot': False}","Knock Out Lyrics
Keiner kommt hier lebend raus
Benzin im treppenhaus
Heute nacht wird umgebracht
Wer anders ist
Deutsche geschichte wird
Immer wieder neu inszeniert
Weil das publikum so schnell vergißt
Biedermann und brandstifter
Und es werden immer mehr
Das kotzt mich an und ich krieg'
Kaltes blut
Ich schrei' euch ins gesicht
Stumm zusehen werd' ich nicht
Und aus trauer wird jetzt nackte wut
Knock out
Immer wieder der deutsche schock
Knock out
Meine nerven laufen amok
Knock out
Dieses land wird mir fremd
Wo blödheit keine grenzen kennt
Wo weltverbesserer ein schimpfwort ist
Wo die kanonen blüh'n
Soldaten wieder in den krieg zieh'n
Und blinder haß sich in die herzen frißt
Knock out
Immer wieder der braune schock
Knock out
Knock ihn aus
Knock den wahnsinn aus
Knock ihn aus
Morgen brennt das nächste haus
Knock ihn aus

Knock den wahnsinn raus
Zähl' ihn aus
Wieviel tote braucht ihr noch ?
Keiner kommt hier lebend raus
Flammen im treppenhaus
Heute nacht wird umgebracht
Wer anders ist


Was muß noch geschehn
So wird deutschland untergehen
Knock ihn aus
Knock den wahnsinn raus
Zähl' ihn aus
Wieviel tote braucht ihr noch ?
Knock outYou might also likeEmbed"
Rock,Marius Müller-Westernhagen,Halleluja,1989,Engel,1980,1960324,Engel by Westernhagen,"{'year': 1989, 'month': 8, 'day': 25}","August 25, 1989","{'unreviewed_annotations': 0, 'hot': False}","Engel LyricsDeck mich mit deinen Flügeln zu
Und lass mich eine Weile ruhn
Der Weg war weit
Der Weg war weit
Als die Götter dich gesandt
Hab' ich dich nicht einmal erkannt
Du bist zu wahr
Um wahr zu sein
Engel
Lass die Zeit stillstehn
Lehr mich zu verstehn
Lehr mich dankbar sein
Engel
Lass uns ein Wunder tun
Die Welt soll wissen warum
Sich zu lieben lohnt
Engel
Das wär schön
Meine Seele war vereist
Und mein Herz war längst vergreist
Alles was ich dachte war: Warum
Du hast mich in Licht getaucht
Hast mir gezeigt, dass wenn ich glaub'
Meine Sehnsucht Sterne schmelzen kann
Engel
Lass die Zeit stillstehn
Lehr mich zu verstehn
Lehr mich dankbar sein
Engel
Lass uns ein Wunder tun
Die Welt soll wissen warum
Sich zu lieben lohnt
Engel
Das wär schön
Deck mich mit deinen Flügeln zu
Und lass mich eine Weile ruhn
Der Weg war weit
Der Weg war weitYou might also likeEmbed"
Rock,Die Ärzte,Geräusch,2003,Schneller leben,2000,1829119,Schneller Leben by Die Ärzte,"{'year': 2003, 'month': 9, 'day': 29}","September 29, 2003","{'unreviewed_annotations': 2, 'hot': False}","Schneller Leben Lyrics
Nierensteine, Blasentee
Ständig tut der Rücken weh
Klosterfrau Melissengeist
Vigara, oder wie das heißt

Auf dem Kopf sitzt ein Toupet, 'ne Brille
Weil ich sonst nichts seh'
Die Zähne machen richtig Spaß
Sie schlafen nachts im Wasserglas
Falten schlägt der dicke Hals
Auch ein Zeichen des Verfalls
Es muss Dir nicht genauso geh'n
Hör auf mich, dann bleibst Du schön
Stirb jung! Stirb, so früh es geht
Stirb jung - an besten vor der Pubertät
Stirb jung - für mich ist es leider schon zu spät -
Aber Du: stirb jung!

Kurt Cobain hat es gewusst:
Im Alter droht Gesichtsverlust
Was glaubst Du, warum Jesu Christ
Schon so jung gestorben ist?
Jimi Hendrix und Bruce Lee -
Alt geworden sind die nie
Lern von diesen Vorbildern
Als Leiche hat Dich jeder gern

Stirb jung! Dann siehst Du besser aus
Stirb jung - das gibt viel Applaus
Stirb jung - zöger' es bloß nicht zu lange raus
Los, los, stirb jung!

Kein Kontakt mehr zu den Fans
Wegen der Inkontinenz
Ob Sänger oder Saitenquäler:
Tote machen keine Fehler
Parkinson, mein nächstes Ziel
Da kann man schnelle Achtel spielen
Das Gedächtnis, es wird schwach
Und, äh ... Bela
You might also like
Stirb jung! Stirb in jungen Jahren
Stirb jung - stirb mit vollen Haaren
Stirb jung - für mich ist der Zug längst abgefahren
Stirb jung! Stirb, so früh es geht
Stirb jung - am besten vor der Pubertät
Stirb jung - für mich ist es leider schon zu spät -
Aber Du: stirb jung!Embed"
Rock,Die Ärzte,Im Schatten der Ärzte,1985,Käfer,1980,1793888,Käfer by Die Ärzte,"{'year': 1985, 'month': None, 'day': None}",1985,"{'unreviewed_annotations': 0, 'hot': False}","Käfer Lyrics
Ich hatte heute nacht einen Traum
Und dieser Traum war sonderbar
Ich saß auf einem Erbsenbaum
Weil ich im Traum ein Käfer war

Ich will kein Käfer sein
Da müsst ich um mein Leben beten
Ein Käfer, der ist winzig klein
Du würdest ihn bestimmt zertreten
Ich will kein Käfer sein
Oh nein, nein, nein
Ich will kein Käfer sein

Ein Käfer kriegt nie einen Kuss
Er hat auch ziemlich kleine Ohren
Und wenn ich schon ein Tier sein muss
Dann wär ich gern als Pferd geboren
Ein Pferd ist größer noch als Du
Und man zertritt es nur mit Mühe
Es gibt auch Pferde, die machen muh
Doch diese Pferde heißen Kühe

Ich will kein Käfer sein
Oh nein, nein, nein
Ich will kein Käfer sein

Kühe fressen Gras wie Schafe
Nur sind die Kühe noch viel doofer
Denn aus der Kuh macht man die Vollmilch
Und aus den Schafen die Pullover
Doch Schaf zu sein, wär mir ґne Qual
Denn Schafe brauchen einen Schäfer
Ich glaub ich werd ein Wal
Hauptsache ist, ich werd´ kein Käfer
You might also like
Ich will kein Käfer sein
Oh nein, nein, nein
Ich will kein Käfer seinEmbed"
Schlager,Michael Wendler,Unbesiegt,2008,Engel,2000,1169096,Engel by Michael Wendler,,,"{'unreviewed_annotations': 0, 'hot': False}","Engel LyricsErzähl' mir was von Engel
Ich hab noch nie einen geseh'n
Doch seit ich dich endlich kenne
Muss ich eingesteh'n
Du siehst doch schon in etwa
So wie einer aus
Als du aus dem Himmel fielst
Hat das weh getan
REF.:
Ich seh' einen Engel, einen Engel
Ist da oben keiner mehr
Ich seh' einen Engel, einen Engel
Ist der Himmel wirklich leer
Hey, du sollst auch bei mir bleiben
Du das macht mir wirklich Mut
Denn mit dir an meiner Seite
Geht's mir gut
STR.:
Erzähl' mir was Engel
Habt ihr Party so wie wir
Kann man sich da oben streiten
So wie hier
Ich hab so viel getrunken
Weil ich's so eben erst kapier'
Deine Flügel sind aus Pappe
Doch ich sage dir:
REF.:
Ich seh' einen Engel, einen Engel
Ist da oben keiner mehr
Ich seh' einen Engel, einen Engel
Ist der Himmel wirklich leer
Hey, du sollst auch bei mir bleiben
Du das macht mir wirklich Mut
Denn mit dir an meiner Seite
Geht's mir gut...
You might also like...geht's mir gut...
...geht's mir gut...
...geht's mir gut...
...geht's mir gut...
Ich seh' einen Engel, einen Engel
Ist da oben keiner mehr
Ich seh' einen Engel, einen Engel
Ist der Himmel wirklich leer
Hey, du sollst auch bei mir bleiben
Du das macht mir wirklich Mut
Denn mit dir an meiner Seite
Geht's mir gut...
...geht's mir gutEmbed"
Schlager,Andrea Berg,Machtlos,2003,Bin nicht so stark,2000,1524706,Bin nicht so stark by Andrea Berg,,,"{'unreviewed_annotations': 0, 'hot': False}","Bin nicht so stark LyricsDu wirst mir nie gehörn
Das weiß ich längst
Auch wenn, du sagst, dass du
Dich bald trennst
Bin nicht so stark
Wie ich?s dir immer sag
Nie war ich mir selbst so fremd
Wer schläft schon gern nachts allein
Es ist nicht leicht, die zweite Frau zu sein
Und zu wissen, wenn du gehst
Gehst du immer zu ihr
Bist nie erwacht neben mir
Du gehst wie jede Nacht
Seit ich dich kenn
Und angst schleicht sich ins Herz
Ungehemmt
Morgen sagst du
Ihr die Wahrheit von uns
Ob du mich dann auch noch kennst
Wer schläft schon gern nachts allein
Es ist nicht leicht, die zweite Frau zu sein
Und zu wissen, wenn du gehst
Gehst du immer zu ihr
Bist nie erwacht neben mir
Wer schläft schon gern nachts allein
Es ist nicht leicht, die zweite Frau zu sein
Und zu wissen, wenn du gehst
Gehst du immer zu ihr
Bist nie erwacht neben mir
Bist nie erwacht neben mirYou might also likeEmbed"
Schlager,Andrea Berg,Wo liegt das Paradies,2001,Hör einfach zu,2000,1230126,Hör einfach zu by Andrea Berg,,,"{'unreviewed_annotations': 0, 'hot': False}","Hör einfach zu LyricsJeder fühlt sich, irgendwann
Wie vom Glück verlassen
Ich hab viel riskiert, soviel verlorn
Heut brauch ich, einen Freund
Der sagt: ich bleib bei dir heut Nacht
Noch weint mein Herz gib auf mich acht
Hör einfach zu und streichel meine Seele
Hör einfach zu, das tut mir gut
Mehr kannst du mir heut Nacht nicht geben
In der Asche ist noch Glut
Sag jetzt nicht, du packst das schon
Alles geht vorüber
Leg den Arm um mich
Und lass mich fühl'n
Spüren, dass du mich verstehst
Sag nicht schon heut, fang noch mal an
Du weißt es hat sehr weh getan
Hör einfach zu und streichel meine Seele
Hör einfach zu, das tut mir gut
Mehr kannst du mir heut Nacht nicht geben
In der Asche ist noch Glut
Dararara..da...
Hör einfach zu und streichel meine Seele
Hör einfach zu, das tut mir gut
Mehr kannst du mir heut Nacht nicht geben
In der Asche ist noch Glut
Hör einfach zu und streichel meine Seele
Hör einfach zu, das tut mir gut
Mehr kannst du mir heut Nacht nicht gebenYou might also likeEmbed"
